provincia_id,provincia,municipio,sede,tipo,direccion,telefono,email
7, Córdoba,LAS ACEQUIAS (UE),,Unidad de empleo,"AV CORDOBA 375, PB(5848)",03574-427054,uelasacequias@trabajo.gob.ar
7, Córdoba,LAS VARILLAS (OE),,Oficina de empleo,"TUCUMAN 52, PB(5940)",03571-427424�(int: 158 / 145),oelasvarillas@trabajo.gob.ar
7, Córdoba,LEONES (UE),,Unidad de empleo,"SAN JOSE S/N (ENTRE RIVADAVIA Y BELGRANO), PB(2594)",03533-492502,ueleones@trabajo.gob.ar
7, Córdoba,LOS CISNES (UE),,Unidad de empleo,"DR. DRAGONE S/N, PB(2684)",03543-494800,pendiente
7, Córdoba,MARCOS JUAREZ (OE),,Oficina de empleo,"SANTIAGO DEL ESTERO 880, PB(2580)",03564-439118,oemarcosjuarez@trabajo.gob.ar
7, Córdoba,MORTEROS (OE),,Oficina de empleo,"BELGRANO 800, PB(2421)",03549-496137,oemorteros@trabajo.gob.ar
7, Córdoba,PILAR (OE),,Oficina de empleo,"AV GENERAL PAZ 1262, PB(5972)",03521-421516,oepilarcba@trabajo.gob.ar
7, Córdoba,PUEBLO ITALIANO (UE),,Unidad de empleo,"MENDOZA 457, PB(2651)",03514-481449,uepuebloitaliano@trabajo.gob.ar
7, Córdoba,RIO CEBALLOS (OE),,Oficina de empleo,"SAN MARTIN 4413, PB(5111)",03546-529653,oerioceballos@trabajo.gob.ar
7, Córdoba,RIO CUARTO (OE),,Oficina de empleo,"LA RIOJA 151, PB(5800)",03571- 460401,oeriocuarto@trabajo.gob.ar
7, Córdoba,RIO PRIMERO (UE),,Unidad de empleo,"FEDERICO CARRILLO ESQUINA 9 DE JULIO, PB(5127)",03541-498766,uerioprimero@trabajo.gob.ar
7, Córdoba,RIO TERCERO (OE),,Oficina de empleo,"ALBERDI Y ALSINA, PB(5850)",0351-4905421,oeriotercero@trabajo.gob.ar
7, Córdoba,SACANTA (UE),,Unidad de empleo,"BELGRANO 709, PB(5945)",03543-488999-484011/12 Int. 222,uesacanta@trabajo.gob.ar
7, Córdoba,SALDAN (UE),,Unidad de empleo,"9 DE JULIO 62, PB(5150)",03548-470635 interno 2,uesaldan@trabajo.gob.ar
7, Córdoba,SAN FRANCISCO (OE),,Oficina de empleo,"ECHEVERRIA 165, 1ro (2400)",03543-439661/2/3,oesanfrancisco@trabajo.gob.ar
7, Córdoba,SAN MARCOS SIERRA (UE),,Unidad de empleo,"VELEZ SARSFIELD 1093, PB(5282)",03541-436428,uesanmarcoss@trabajo.gob.ar
7, Córdoba,SAN PEDRO NORTE (UE),,Unidad de empleo,"ESQUIU ESQ. SAN MARTIN, PB(5205)",(03549-481076,uesanpedronorte@trabajo.gob.ar
7, Córdoba,SANTA MARIA DE PUNILLA (UE),,Unidad de empleo,"AV SAN MARTIN 1909 , PB(5164)",03524-472979,uestamariadepunilla@trabajo.gob.ar
7, Córdoba,SANTA ROSA DE CALAMUCHITA (OE),,Oficina de empleo,"CORDOBA 144 , PB()",03544-422888,pendiente
7, Córdoba,TANCACHA (UE),,Unidad de empleo,"BARTOLOME MITRE 543, PB(5933)",03546-461420,uetancacha@trabajo.gob.ar
7, Córdoba,TANTI (UE),,Unidad de empleo,"TIERRA DEL FUEGO Y PUERTO ARGENTINO, PB(5155)",03534-536796,uetanti@trabajo.gob.ar
7, Córdoba,TOLEDO (UE),,Unidad de empleo,"25 DE MAYO 321, PB(5123)",03777-450468 / 451474,uetoledo@trabajo.gob.ar
7, Córdoba,UCACHA (UE),,Unidad de empleo,"CHACABUCO 326, PB(1001)",0358-4989115,ueucacha@trabajo.gob.ar
7, Córdoba,UNQUILLO (OE),,Oficina de empleo,"AV. SAN MARTIN Nro 2186, PB(5109)",0358-4940036-4941000,oeunquillo@trabajo.gob.ar
7, Córdoba,VALLE HERMOSO (OE),,Oficina de empleo,"MARTIN RODRIGUEZ S/ , PB(5168)",03582-466661,oevallehermoso@trabajo.gob.ar
7, Córdoba,VILLA ALLENDE (OE),,Oficina de empleo,"RIVADAVIA 120, PB(5105)",0358-4057513,oevillaallende@trabajo.gob.ar
7, Córdoba,VILLA CARLOS PAZ (OE),,Oficina de empleo,"LINIERS 50 - BARRIO LAS ROSAS, PB(5152)",03584-492033,oecarlospaz@trabajo.gob.ar
7, Córdoba,VILLA DE SOTO (OE),,Oficina de empleo,"CORDOBA Nro 505, PB(5284)",0358- 4890005,oevilladesoto@trabajo.gob.ar
7, Córdoba,VILLA DEL TOTORAL (UE),,Unidad de empleo,"RIVADAVIA ESQ. LEOPOLDO LUGONES, PB(5236)",03584-15497205-493006,uevilladeltotoral@trabajo.gob.ar
7, Córdoba,VILLA DOLORES (OE),,Oficina de empleo,"AVENIDA ESPAÑA 478, PB(5870)",03463-497091 / 497071,oevilladolores@trabajo.gob.ar
7, Córdoba,VILLA GENERAL BELGRANO (OE),,Oficina de empleo,"SAN MARTIN 43, PB(5194)",0358-4671990 / 957,oevgbelgrano@trabajo.gob.ar
7, Córdoba,VILLA MARIA (OE),,Oficina de empleo,"MENDOZA 852, PB(5900)",0353-4893959,oevillamaria@trabajo.gob.ar
8, Corrientes,BONPLAND (UE),,Unidad de empleo,"MARIANO MORENO S/N, PB(3234)",03772-15400378,uebonpland@trabajo.gob.ar
8, Corrientes,CORRIENTES (OE),,Oficina de empleo,"PJE. VILLANUEVA Nro 1460 , PB(3400)",0379-4474228,oecorrientes@trabajo.gob.ar
8, Corrientes,CRUZ DE LOS MILAGROS (UE),,Unidad de empleo,"CORRIENTES S/N, PB(3441)",03777-687852/605349,pendiente
8, Corrientes,CURUZU CUATIA (OE),,Oficina de empleo,"GRAL RAMIREZ 753 , PB(3460)",03774-425180,oecuruzucuatia@trabajo.gob.ar
8, Corrientes,GOYA (OE),,Oficina de empleo,"AV. NEUSTAD 110, PB(3450)",03777-420185,oegoya@trabajo.gob.ar
8, Corrientes,ITUZAINGO (OE),,Oficina de empleo,"CENTENARIO Y BERNARDINO VALLE, PB(3302)",03786-420780,oeituzaingoctes@trabajo.gob.ar
8, Corrientes,JOSE RAFAEL GOMEZ (UE),,Unidad de empleo,"AVENIDA AMERICA Y 9 DE JULIO, PB(3340)",03756-443007,uejrgomez@trabajo.gob.ar
8, Corrientes,LA CRUZ (OE),,Oficina de empleo,"9 DE JULIO ENTRE ALTAMIRANO Y BUENOS AIRES , PB(3346)",03772 491149 / 03772 443626,oelacruz@trabajo.gob.ar
8, Corrientes,MANTILLA (PEDRO R. FERNANDEZ) (UE),,Unidad de empleo,"MANUEL F MANTILLA S/N, PB(3446)",03777-562658,uemantilla@trabajo.gob.ar
8, Corrientes,MERCEDES (OE),,Oficina de empleo,"PLACIDO MARTINEZ 1260, PB(3470)",03773-423001,oemercedesctes@trabajo.gob.ar
8, Corrientes,MONTE CASEROS (OE),,Oficina de empleo,"EL MAESTRO 945, PB(3220)",03775-425420,oemontecaseros@trabajo.gob.ar
8, Corrientes,PASO DE LA PATRIA (UE),,Unidad de empleo,"MENDOZA 117, PB(3409)",03794-494702,uepasodelapatria@trabajo.gob.ar
8, Corrientes,PASO DE LOS LIBRES (OE),,Oficina de empleo,"RIVADAVIA 1115, PB(3230)",03772-427720,oepdeloslibres@trabajo.gob.ar
8, Corrientes,PERUGORRIA (UE),,Unidad de empleo,"QUINTA SECCION RUTA 23 Y 24, PB(3461)",03773-403136,ueperugorria@trabajo.gob.ar
8, Corrientes,PUEBLO LIBERTADOR (UE),,Unidad de empleo,"SAN MARTIN Y 25 DE MAYO, PB(3197)",03777-496073,pendiente
8, Corrientes,RAMADA PASO (UE),,Unidad de empleo,"AVENIDA 13 DE JUNIO, PB(3412)",0379-4378158/4542072,ueramadapaso@trabajo.gob.ar
8, Corrientes,SAN ROQUE (UE),,Unidad de empleo,"ISLAS MALVINAS 795, PB(3448)",03777-309025,uesanroque@trabajo.gob.ar
8, Corrientes,SANTO TOME (OE),,Oficina de empleo,"AV. SAN MARTIN Y ANGEL BLANCO, PB(3340)",03756-420177,oesantotomectes@trabajo.gob.ar
8, Corrientes,SAUCE (UE),,Unidad de empleo,"BARTOLOME MITRE 799, PB(3423)",03774-403770,uesauce@trabajo.gob.ar
8, Corrientes,TABAY (UE),,Unidad de empleo,"PEDRO RIOS S/N, PB(3421)",03782-509244,uetabay@trabajo.gob.ar
8, Corrientes,TAPEBICUA (UE),,Unidad de empleo,"J.R. VIDAL S/N, PB(3232)",03772-431406,uetapebicua@trabajo.gob.ar
9, Entre Ríos,BASAVILBASO (OE),,Oficina de empleo,"AV. SAN MARTIN S/N, PB(3170)",03445-15401255,oebasavilbaso@trabajo.gob.ar
9, Entre Ríos,BOVRIL (OE),,Oficina de empleo,"ALTE. BROWN 153, PB(3142)",03438-422000,oebovril@trabajo.gob.ar
9, Entre Ríos,CERRITO (OE),,Oficina de empleo,"SANTA FE 85, PB(3122)",0343-48990091,oecerrito@trabajo.gob.ar
9, Entre Ríos,CHAJARI (OE),,Oficina de empleo,"SARMIENTO 2995 (EX ESTACION FERROCARRIL), PB(3228)",03456-420730,oechajari@trabajo.gob.ar
9, Entre Ríos,COLON (OE),,Oficina de empleo,"LAPRIDA 86, PB(3280)",03447- 421911,oecolon@trabajo.gob.ar
9, Entre Ríos,CONCEPCION DEL URUGUAY (OE),,Oficina de empleo,"LEGUIZAMON 86, PB(3260)",03442-421152,oecdeluruguay@trabajo.gob.ar
9, Entre Ríos,CONCORDIA (OE),,Oficina de empleo,"CARRIEGO 224, PB(3200)",0345-4216558/0345-4213452,oeconcordia@trabajo.gob.ar
9, Entre Ríos,DIAMANTE (OE),,Oficina de empleo,"BELGRANO 607 , PB(3105)",0343-4985012,oediamante@trabajo.gob.ar
9, Entre Ríos,FEDERACION (OE),,Oficina de empleo,"AV. SAN MARTIN Y LAS HORTENSIAS, PB(3206)",03456-481119,oefederacion@trabajo.gob.ar
9, Entre Ríos,GENERAL CAMPOS (UE),,Unidad de empleo,"SARMIENTO 585, PB(3216)",0345-4901653,uegralcampos@trabajo.gob.ar
9, Entre Ríos,GENERAL GALARZA (UE),,Unidad de empleo,"25 DE MAYO Y JUAN CARLOS BURONE, PB(2843)",03444-481068,uegalarza@trabajo.gob.ar
9, Entre Ríos,GENERAL RAMIREZ (OE),,Oficina de empleo,"BELGRANO S/N (ENTRE SARMIENTO Y TRATADO DEL PILAR), PB(3164)",0343-4901184,oegeneralramirez@trabajo.gob.ar
9, Entre Ríos,GUALEGUAY (OE),,Oficina de empleo,"SAN ANTONIO (NORTE) Nro 571, PB(2840)",03444- 429368 / 426256,oegualeguay@trabajo.gob.ar
9, Entre Ríos,GUALEGUAYCHU (OE),,Oficina de empleo,"YRIGOYEN 75, PB(2820)",03446-420485,oegualeguaychu@trabajo.gob.ar
9, Entre Ríos,HERNANDARIAS (OE),,Oficina de empleo,"EVA PERON Y PTE PERON, PB(3127)",0343- 4960447,oehernandarias@trabajo.gob.ar
9, Entre Ríos,LA PAZ (OE),,Oficina de empleo,"FRENCH 942, PB(3190)",03437-424692,oelapazerios@trabajo.gob.ar
9, Entre Ríos,LARROQUE (OE),,Oficina de empleo,"25 DE MAYO 249, PB(2854)",03446-460014,oelarroque@trabajo.gob.ar
9, Entre Ríos,NOGOYA (OE),,Oficina de empleo,"25 DE MAYO 677, PB(3150)",03435-423169,oenogoya@trabajo.gob.ar
9, Entre Ríos,PARANA (OE),,Oficina de empleo,"VILLAGUAY 62, PB(3100)",0343-4211886,oeparana@trabajo.gob.ar
9, Entre Ríos,SAN JOSE (OE),,Oficina de empleo,"CENTENARIO 2184, PB(3283)",03447-470928,oesanjoseerios@trabajo.gob.ar
9, Entre Ríos,SAN JOSE DE FELICIANO (OE),,Oficina de empleo,"MORENO Y SARMIENTO, PB(3187)",03458-420666,oefeliciano@trabajo.gob.ar
9, Entre Ríos,SAN SALVADOR (OE),,Oficina de empleo,"SAN MARTIN 271, PB(3218)",0345 154 325 287,oesansalvadorer@trabajo.gob.ar
9, Entre Ríos,SANTA ELENA (OE),,Oficina de empleo,"PRESIDENTE PERON E HIPOLITO YRIGOYEN (TERMINAL DE OMNIBUS), 2do (3192)",03437-481223/480488,oesantaelena@trabajo.gob.ar
9, Entre Ríos,VIALE (UE),,Unidad de empleo,"CALLE M. PANUTTO S/N (PREDIO FERROCARRIL), PB(3109)",0343-4920155,ueviale@trabajo.gob.ar
9, Entre Ríos,VICTORIA (OE),,Oficina de empleo,"MATANZA 18, PB(3153)",03436 - 422660/ 08004441313,oevictoria@trabajo.gob.ar
9, Entre Ríos,VILLA ELISA (UE),,Unidad de empleo,"PRESB. HOFLACK 1447, PB(3265)",03447 480235,uevillaelisa@trabajo.gob.ar
9, Entre Ríos,VILLA PARANACITO (OE),,Oficina de empleo,"AVENIDA ENTRE RIOS 941, PB(2823)",03446 495080/ 133,oevillaparanacito@trabajo.gob.ar
9, Entre Ríos,VILLAGUAY (OE),,Oficina de empleo,"25 DE MAYO 257, PB(3240)",03455-15515022,oevillaguay@trabajo.gob.ar
10, Formosa,BUENA VISTA (OE),,Oficina de empleo,"AVENIDA BUENOS AIRES SUR, PB(4640)",0370-154469427 / 03718-4495763,oeabrapampa@trabajo.gob.ar
10, Formosa,CIUDAD DE FORMOSA (UE),,Unidad de empleo,"RUTA PROVINCIAL 4 E HIPOLITO YRIGOYEN, PB(3615)",0370-4454334,pendiente
10, Formosa,CLORINDA (OE),,Oficina de empleo,"BERUTI Y AV. DIAGONAL - BARRIO LA ALBORADA, PB(3600)",03718-426911,oeformosa@trabajo.gob.ar
10, Formosa,COLONIA PASTORIL (OE),,Oficina de empleo,"JOSE FERNADEZ CANCIO 1945, PB(3610)",0370-4661069,oeclorinda@trabajo.gob.ar
10, Formosa,COMANDANTE FONTANA (UE),,Unidad de empleo,"25 DE MAYO, FRENTE A LA ESC. PROV. Nro 48, PB(3601)",03716-480018,uecpastoril@trabajo.gob.ar
10, Formosa,EL COLORADO (OE),,Oficina de empleo,"AV. SAN MARTIN Y MAJIN GUERRERO, PB(3620)",0370-4480907,oectefontana@trabajo.gob.ar
10, Formosa,EL ESPINILLO (OE),,Oficina de empleo,"SARMIENTO 290, PB(3603)",03718-480085,oeelcolorado@trabajo.gob.ar
10, Formosa,ESTANISLAO DE CAMPO (UE),,Unidad de empleo,"GUEMEZ ESQUINA 9 DE JULIO S/N, PB(3615)",03717-590223,ueelespinillo@trabajo.gob.ar
10, Formosa,FORTIN LUGONES (UE),,Unidad de empleo,"RIVADAVIA Y MARTIN M LLANOS , PB(3626)",03704-608580,ueestdecampo@trabajo.gob.ar
10, Formosa,GENERAL GUEMES (UE),,Unidad de empleo,"AV. 9 DE JULIO Y NESTOR KIRCHNER, PB(3621)",3716-492030,pendiente
10, Formosa,GENERAL MANUEL BELGRANO (OE),,Oficina de empleo,"AV.BELGRANO Y VELEZ SARFIELD, PB(3621)",03710-4687544,oegralguemes@trabajo.gob.ar
10, Formosa,GRAL. MOSCONI (OE),,Oficina de empleo,"AV DEL LIBERTADOR Y AV JUAN D.PERON , PB(3615)",0370-4714353 / 0370-4714353,oegmbelgrano@trabajo.gob.ar
10, Formosa,HERRADURA (OE),,Oficina de empleo,"AV 2 DE ABRIL S/N , PB(3636)",0370-4300374,oemosconi@trabajo.gob.ar
10, Formosa,IBARRETA (UE),,Unidad de empleo,"AV. SAN MARTIN 363, PB(3601)",0370-432093,ueherradura@trabajo.gob.ar
10, Formosa,INGENIERO JUAREZ (OE),,Oficina de empleo,"SARMIENTO E/ 25 DE MAYO Y R.SAENZ PEÑA, PB(3624)",037111-5614118,oeibarreta@trabajo.gob.ar
10, Formosa,LAGUNA BLANCA (OE),,Oficina de empleo,"AV. DEGEN Y FERNANDO ANAQUIN S/N, PB(3636)",03718-4701510,oeijuarez@trabajo.gob.ar
10, Formosa,LAGUNA NAINECK (OE),,Oficina de empleo,"SAN MARTIN Y L.N. ALEM, PB(3613)",03718-400324,oelagunablanca@trabajo.gob.ar
10, Formosa,LAGUNA YEMA (OE),,Oficina de empleo,"AVENIDA DEL LABRADOR S/N, PB(3611)",03704-15376354,oelagunanaineck@trabajo.gob.ar
10, Formosa,LAS LOMITAS (OE),,Oficina de empleo,"AV. GRAL PAZ S/N, PB(3634)",0371-5432112,oelagunayema@trabajo.gob.ar
10, Formosa,LUCIO MANSILLA (OE),,Oficina de empleo,"SAN MARTIN 190, PB(3630)",0370-4384331,oelaslomitas@trabajo.gob.ar
10, Formosa,MAYOR VILLAFAÑE (UE),,Unidad de empleo,"AV. SAN MARTIN ENTRE MITRE Y URQUIZA, PB(3526)",03704-490019,uegeneralmansilla@trabajo.gob.ar
10, Formosa,MISION SAN FRANCISCO DE LAISHI (UE),,Unidad de empleo,"HIPOLITO IRIGOYEN Y PADRE FERLINI, PB(3601)",03717-723836,uemvillafañe@trabajo.gob.ar
10, Formosa,MISION TACAAGLE (OE),,Oficina de empleo,"SAN MARTIN 288, PB(3605)",03718 - 15613300,oelaishi@trabajo.gob.ar
10, Formosa,PALO SANTO (UE),,Unidad de empleo,"AVDA. EJERCITO LIBERTADOR S/N, PB(3615)",03717-494188,uemtacaagle@trabajo.gob.ar
10, Formosa,PIRANE (OE),,Oficina de empleo,"AVENIDA 2 DE ABRIL 906, PB(3608)",03704-586440,oepalosanto@trabajo.gob.ar
10, Formosa,RIACHO HE HE (OE),,Oficina de empleo,"SARMIENTO Y GRAL PAZ, PB(3606)",03718-492033,oepirane@trabajo.gob.ar
10, Formosa,SAN MARTIN DOS (OE),,Oficina de empleo,"AV. LIB.GRAL. JOSE DE SAN MARTIN S/N, PB(3611)",03704 - 258445,oeriachohehe@trabajo.gob.ar
10, Formosa,SIETE PALMAS (OE),,Oficina de empleo,"AV. DOCENTES ARGENTINOS S/N.Y MARIANO MORENO, PB(3621)",03718-403043,oesanmartindos@trabajo.gob.ar
10, Formosa,SUBTENIENTE PERIN (UE),,Unidad de empleo,"GÜEMES Y 25 DE MAYO, PB(3613)",03716-413604,uesietepalmas@trabajo.gob.ar
10, Formosa,TRES LAGUNAS (UE),,Unidad de empleo,"JESUS ARANDA Y AV. 25 DE MAYO, PB(3624)",03717-407025,uesubtenienteperin@trabajo.gob.ar
10, Formosa,VILLA DOS TRECE (UE),,Unidad de empleo,"AVDA. EULOGIO GOMEZ S/N, PA(3611)",0370-4492726,uetreslagunas@trabajo.gob.ar
10, Formosa,VILLA ESCOLAR (OE),,Oficina de empleo,"PRESIDENTE NESTOR KIRCHNER S/N, PB(3602)",0370-4497401,oevilladostrece@trabajo.gob.ar
11, Jujuy,ABRA PAMPA (UE),,Unidad de empleo,"NESTOR KIRCHNER 486, PB(3526)",0388154081400,uevillaescolar@trabajo.gob.ar
11, Jujuy,AGUAS CALIENTES (UE),,Unidad de empleo,"LAPRIDA S/N, PB(4431)",0388-4873587,ueaguascalientes@trabajo.gob.ar
11, Jujuy,CAIMANCITO (UE),,Unidad de empleo,"CATAMARCA 473 BARRIO CENTRO CAIMANCITO, PB(4516)",03886 - 493902,uecaimancito@trabajo.gob.ar
11, Jujuy,EL CARMEN (OE),,Oficina de empleo,"SAN MARTIN 515 - EL CARMEN, PB(4603)",0388-4933765,oeelcarmen@trabajo.gob.ar
11, Jujuy,FRAILE PINTADO (UE),,Unidad de empleo,"ARGAÑARAZ S/N ESA. GORRITI, PB(4506)",0388-480013,uefrailepintado@trabajo.gob.ar
11, Jujuy,HUMAHUACA (OE),,Oficina de empleo,"SANTA FE ESQ. ENTRE RIOS, PB(4630)",03887-421375,oehumahuaca@trabajo.gob.ar
11, Jujuy,LA MENDIETA (OE),,Oficina de empleo,"PASAJE BELGRANO S/N, PB(4522)",03884-493454,oelamendieta@trabajo.gob.ar
11, Jujuy,LA QUIACA (OE),,Oficina de empleo,"PELLEGRINI ESQ. RIVADAVIA, PB(4650)",0388 -5422811,oelaquiaca@trabajo.gob.ar
11, Jujuy,LIBERTADOR GENERAL SAN MARTIN (OE),,Oficina de empleo,"BELGRANO 350, PB(4512)",03886-428589,oelgsanmartin@trabajo.gob.ar
11, Jujuy,MAIMARA (UE),,Unidad de empleo,"AV.. BELGRANO S/N, PB(4622)",0388 4879510,uemaimara@trabajo.gob.ar
11, Jujuy,MONTERRICO (OE),,Oficina de empleo,"RUFFINO ARIAS 951 - BARRIO SAN IGNACIO, PB(4608)",0388-4944169,oemonterrico@trabajo.gob.ar
11, Jujuy,PALMA SOLA (UE),,Unidad de empleo,"ROBERTO DOMINGUEZ S/N, PB(4501)",03886-496069,uepalmasola@trabajo.gob.ar
11, Jujuy,PALPALA (OE),,Oficina de empleo,"RIO DE LA PLATA 363 - BARRIO SAN I DE LOYOLA, PB(4612)",0388-4276689,oepalpala@trabajo.gob.ar
11, Jujuy,PERICO (OE),,Oficina de empleo,"MARIANO MORENO ESQ. LAVALLE, PB(4610)",0388-4918598,oeperico@trabajo.gob.ar
11, Jujuy,PUESTO VIEJO (UE),,Unidad de empleo,"BARRIO CENTRO MINA S/ CALLE S/ NUMERO , PB(4606)",0388-4913021/22,uepuestoviejo@trabajo.gob.ar
11, Jujuy,SAN ANTONIO (UE),,Unidad de empleo,"SARMIENTO ESQUINA BELGRANO, PB(4503)",0388-4998130,uesanantonio@trabajo.gob.ar
11, Jujuy,SAN PEDRO DE JUJUY (OE),,Oficina de empleo,"PATERSON Nro 33, PB(4500)",03884-420722,oesanpedrojujuy@trabajo.gob.ar
11, Jujuy,SAN SALVADOR DE JUJUY (OE),,Oficina de empleo,"ALMIRANTE BROWN ESQ. RIVADAVIA , PB(4600)",0388-4020156,oesansalvador@trabajo.gob.ar
11, Jujuy,VOLCAN (OE),,Oficina de empleo,"GURRUCHAGA 91, PB(4616)",0388-4792823,oevolcan@trabajo.gob.ar
11, Jujuy,YAVI (OE),,Oficina de empleo,"GUEMES S/N , PB(4651)",03887-491138,oeyavi@trabajo.gob.ar
11, Jujuy,YUTO (UE),,Unidad de empleo,"CALLE TUCUMAN 175 MZA. V LOTE 3 BARRIO CENTRO, PB(4518)",03886-15559382,ueyuto@trabajo.gob.ar
12, La Pampa,9 DE JULIO (OE),,Oficina de empleo,"ROBBIO 323, PB(6500)",02335-450105/103,oe9dejulio@trabajo.gob.ar
12, La Pampa,CALUEFU (UE),,Unidad de empleo,"SAN MARTIN 397, PB(6387)",02334-445787,uecaleufu@trabajo.gob.ar
12, La Pampa,EDUARDO CASTEX (OE),,Oficina de empleo,"9 DE JULIO 650, PB(6380)",02302-434234,oecastex@trabajo.gob.ar
12, La Pampa,GENERAL PICO (OE),,Oficina de empleo,"CALLE 16 Nro 451 , PB(6360)",02925-497320,oegeneralpico@trabajo.gob.ar
12, La Pampa,GENERAL SAN MARTIN (OE),,Oficina de empleo,"ESPAÑA Y 25 DE MAYO , PB(8206)",02924-492059,oesanmartinlp@trabajo.gob.ar
12, La Pampa,GUATRACHE (OE),,Oficina de empleo,"ATE. BROWN 598, PB(6311)",02302 - 481091 Int 45,oeguatrache@trabajo.gob.ar
12, La Pampa,INTENDENTE ALVEAR (OE),,Oficina de empleo,"AVENIDA SAN MARTIN Nro 753, PB(6221)",02931-430650,oeintalvear@trabajo.gob.ar
12, La Pampa,LA ADELA (OE),,Oficina de empleo,"AV LIBERTADOR 900, PB(8138)",02954 494155,oelaadela@trabajo.gob.ar
12, La Pampa,LONQUIMAY (UE),,Unidad de empleo,"SAN MARTIN 382, PB(6352)",02953-453130,uelonquimay@trabajo.gob.ar
12, La Pampa,MACACHIN (UE),,Unidad de empleo,"BUENOS AIRES 321, PB(6307)",02331-498256,pendiente
12, La Pampa,RANCUL (OE),,Oficina de empleo,"AV. COLON 600, PB(6214)",02954-451586,oerancul@trabajo.gob.ar
12, La Pampa,SANTA ROSA (OE),,Oficina de empleo,"LISANDRO DE LA TORRE 46, PB(6300)",02954- 381991 / 92 / 93,oesantarosalp@trabajo.gob.ar
12, La Pampa,TOAY (OE),,Oficina de empleo,"AV. 9 DE JULIO 514, PB(6303)",02338-432453,oetoay@trabajo.gob.ar
12, La Pampa,VICTORICA (OE),,Oficina de empleo,"CALLE 19 ESQUINA 18, PB(6319)",02317-422751,oevictorica@trabajo.gob.ar
13, La Rioja,ARAUCO (OE),,Oficina de empleo,"SAN MARTIN 315 ESQUINA 9 DE JULIO, PB(5310)",03827-420115 interno 33,oearauco@trabajo.gob.ar
13, La Rioja,CASTRO BARROS (UE),,Unidad de empleo,"AV. CASTRO BARROS S/, PB(5276)",03822-15520155,pendiente
13, La Rioja,CHAMICAL (OE),,Oficina de empleo,"HIPOLITO IRIGOYEN 153 , PB(5380)",03826-423682,oechamical@trabajo.gob.ar
13, La Rioja,CHILECITO (OE),,Oficina de empleo,"GOBERNADOR MOTTA 41, PB(5360)",03825-429664,oechilecito@trabajo.gob.ar
13, La Rioja,CNEL FELIPE VARELA (VILLA UNION) (OE),,Oficina de empleo,"NICOLAS DAVILA S/N, PB(5350)",03825-470546,oevillaunion@trabajo.gob.ar
13, La Rioja,FAMATINA (UE),,Unidad de empleo,"PRESBITERO RAMON DIAZ S/N, PB(5365)",03825-493336 /493020,uefamatina@trabajo.gob.ar
13, La Rioja,GENERAL ANGEL VICENTE PEÑALOZA (UE),,Unidad de empleo,"SAN NICOLAS DE BARI ESQ. BENJAMIN DE LA VEGA., PB(5385)",03821-420289 int 224,ueavpeÑaloza@trabajo.gob.ar
13, La Rioja,GENERAL BELGRANO (OE),,Oficina de empleo,"CASTRO BARROS S/N, PB(5383)",03826-491620,oegralbelgrano@trabajo.gob.ar
13, La Rioja,GENERAL JUAN FACUNDO QUIROGA (UE),,Unidad de empleo,"AV. LOS CAUDILLOS S/, PB(5385)",03826-490450,uejfquiroga@trabajo.gob.ar
13, La Rioja,GENERAL LAMADRID (UE),,Unidad de empleo,"SAN MARTIN S/, PB(5355)",03825 497020.,uegenerallamadrid@trabajo.gob.ar
13, La Rioja,GENERAL OCAMPO (UE),,Unidad de empleo,"BELGRANO 244, PB(5274)",0380-4380468,uegocampo@trabajo.gob.ar
13, La Rioja,INDEPENDENCIA (UE),,Unidad de empleo,"25 DE MAYO 406, PB(5386)",0380-4325441,pendiente
13, La Rioja,LA RIOJA (OE),,Oficina de empleo,"AVDA. RIVADAVIA Nro 1116, PB(5300)",0380-4433033,oelarioja@trabajo.gob.ar
13, La Rioja,ROSARIO VERA PEÑALOZA (CHEPES) (OE),,Oficina de empleo,"AV. BELGRANO SUR S/N, PB(5470)",03821-665227,oechepes@trabajo.gob.ar
13, La Rioja,SAN BLAS DE LOS SAUCES (UE),,Unidad de empleo,"RUTA 40 S/, PB(5329)",03827-15401317,pendiente
13, La Rioja,SAN MARTIN (UE),,Unidad de empleo,"AVDA 25 DE MAYO S/N ESQ. SARMIENTO S/N, PB(5300)",0381-491340,uesanmartinlr@trabajo.gob.ar
13, La Rioja,SANAGASTA (UE),,Unidad de empleo,"JUSTINA GARCIA S/N, PB(5301)",0380-154328097,oesanagasta@trabajo.gob.ar
13, La Rioja,VINCHINA (UE),,Unidad de empleo,"AV. CARLOS SAUL MENEM S/N, PB(5357)",0380-154603262,uevinchina@trabajo.gob.ar
14, Mendoza,GENERAL ALVEAR (OE),,Oficina de empleo,"SARMIENTO 35, PB(5620)",02625-422490,oegeneralalvear@trabajo.gob.ar
14, Mendoza,GODOY CRUZ (OE),,Oficina de empleo,"SAN MARTIN Y RIVADAVIA, PB(5501)",0261-4133131/3260/61,oegodoycruz@trabajo.gob.ar
14, Mendoza,GUAYMALLEN (OE),,Oficina de empleo,"MARINOS ARGENTINOS 1664 ESQ. ALLAYME, PB(5519)",0261-4311404/4325109,oeguaymallen@trabajo.gob.ar
14, Mendoza,JUNIN (OE),,Oficina de empleo,"DEFENSA Y 25 DE MAYO S/N, PB(5573)",0263 - 4421850,oejuninmdza@trabajo.gob.ar
