provincia_id,provincia,municipio,sede,tipo,direccion,telefono,email,lat,lon
7, Córdoba,CARRILOBO ,,Unidad de empleo,"SAN MARTIN 387, PB(5915)",0351-4285600 int 8233,uecarrilobo@trabajo.gob.ar,-31.8666706,-63.1333313
7, Córdoba,CORDOBA (25 DE MAYO) ,,Oficina de empleo,"25 DE MAYO 469, PB(5000)",0351-4285600 int 8680,oecordoba@trabajo.gob.ar,,
7, Córdoba,CORONEL MOLDES ,,Oficina de empleo,"URUGUAY 256, PB(5847)",0351- 4904333 int 15,oecoronelmoldes@trabajo.gob.ar,-33.6346397,-64.59960939999999
7, Córdoba,CORRAL DE BUSTOS ,,Oficina de empleo,"ENTRE RIOS 1032, PB(2645)",0353-4846993,oecorraldebustos@trabajo.gob.ar,-33.2835312,-62.1854591
7, Córdoba,CRUZ DEL EJE ,,Oficina de empleo,"FELIX CACERES Y TOMAS EDISON, PB(5280)",03525-442300,oecruzdeleje@trabajo.gob.ar,-30.7211227,-64.8098984
7, Córdoba,DEAN FUNES ,,Oficina de empleo,"SAENZ PEÑA 497, PB(5200)",03543-469696,oedeanfunes@trabajo.gob.ar,-30.42249679999999,-64.3527756
7, Córdoba,ESTACION JUAREZ CELMAN ,,Oficina de empleo,"LOS GIRASOLES S/N - DPTO COLON - CORDOBA, PB(5145)",03544-496198,oejuarezcelman@trabajo.gob.ar,-31.2733707,-64.1663284
7, Córdoba,GENERAL DEHEZA ,,Oficina de empleo,"INT. JOSE FROUTE 48, PB(5923)",03533-423185,oegeneraldeheza@trabajo.gob.ar,-32.755703,-63.78236009999999
7, Córdoba,HERNANDO ,,Oficina de empleo,"12 DE OCTUBRE 210/220, PB(5929)",03472-487008,oehernando@trabajo.gob.ar,-32.4268303,-63.730423
7, Córdoba,HUANCHILLAS ,,Unidad de empleo,"ESTEBAN PIACENZA S/N( ENTRE CALLE JULIO A. ROCA Y 9 DE JULIO), PB(6121)",03472-444891,uehuanchilla@trabajo.gob.ar,-33.6730919,-63.6410484
7, Córdoba,JESUS MARIA ,,Oficina de empleo,"TUCUMAN 275, PB(5220)",03562-402399,oejesusmaria@trabajo.gob.ar,-30.97630969999999,-64.09581279999999
7, Córdoba,LA CALERA ,,Oficina de empleo,"RIVADAVIA 211 - BARRIO CENTRO, PB(5151)",03572 - 470404 / 470112,oelacalera@trabajo.gob.ar,-31.397222,-64.46
7, Córdoba,LA PAZ ,,Unidad de empleo,"VELEZ SARFIELD S/N, PB(5117)",03543-358051,pendiente,,
7, Córdoba,LAS ACEQUIAS ,,Unidad de empleo,"AV CORDOBA 375, PB(5848)",03574-427054,uelasacequias@trabajo.gob.ar,-33.2913208,-63.98162839999999
7, Córdoba,LAS VARILLAS ,,Oficina de empleo,"TUCUMAN 52, PB(5940)",03571-427424�(int: 158 / 145),oelasvarillas@trabajo.gob.ar,-31.87050079999999,-62.7197901
7, Córdoba,LEONES ,,Unidad de empleo,"SAN JOSE S/N (ENTRE RIVADAVIA Y BELGRANO), PB(2594)",03533-492502,ueleones@trabajo.gob.ar,-32.6587944,-62.2974091
7, Córdoba,LOS CISNES ,,Unidad de empleo,"DR. DRAGONE S/N, PB(2684)",03543-494800,pendiente,-33.4000015,-63.4833298
7, Córdoba,MARCOS JUAREZ ,,Oficina de empleo,"SANTIAGO DEL ESTERO 880, PB(2580)",03564-439118,oemarcosjuarez@trabajo.gob.ar,,
7, Córdoba,MORTEROS ,,Oficina de empleo,"BELGRANO 800, PB(2421)",03549-496137,oemorteros@trabajo.gob.ar,-30.7099133,-62.00429149999999
7, Córdoba,PILAR ,,Oficina de empleo,"AV GENERAL PAZ 1262, PB(5972)",03521-421516,oepilarcba@trabajo.gob.ar,-31.6782532,-63.8777771
7, Córdoba,PUEBLO ITALIANO ,,Unidad de empleo,"MENDOZA 457, PB(2651)",03514-481449,uepuebloitaliano@trabajo.gob.ar,-33.3124123,-62.17744829999999
7, Córdoba,RIO CEBALLOS ,,Oficina de empleo,"SAN MARTIN 4413, PB(5111)",03546-529653,oerioceballos@trabajo.gob.ar,-31.1705328,-64.3165022
7, Córdoba,RIO CUARTO ,,Oficina de empleo,"LA RIOJA 151, PB(5800)",03571- 460401,oeriocuarto@trabajo.gob.ar,,
7, Córdoba,RIO PRIMERO ,,Unidad de empleo,"FEDERICO CARRILLO ESQUINA 9 DE JULIO, PB(5127)",03541-498766,uerioprimero@trabajo.gob.ar,-31.3304939,-63.6205635
7, Córdoba,RIO TERCERO ,,Oficina de empleo,"ALBERDI Y ALSINA, PB(5850)",0351-4905421,oeriotercero@trabajo.gob.ar,,
7, Córdoba,SACANTA ,,Unidad de empleo,"BELGRANO 709, PB(5945)",03543-488999-484011/12 Int. 222,uesacanta@trabajo.gob.ar,-31.6634865,-63.0439034
7, Córdoba,SALDAN ,,Unidad de empleo,"9 DE JULIO 62, PB(5150)",03548-470635 interno 2,uesaldan@trabajo.gob.ar,,
7, Córdoba,SAN FRANCISCO ,,Oficina de empleo,"ECHEVERRIA 165, 1ro (2400)",03543-439661/2/3,oesanfrancisco@trabajo.gob.ar,-31.42499919999999,-62.0841599
7, Córdoba,SAN MARCOS SIERRA ,,Unidad de empleo,"VELEZ SARSFIELD 1093, PB(5282)",03541-436428,uesanmarcoss@trabajo.gob.ar,-30.7834988,-64.63445279999999
7, Córdoba,SAN PEDRO NORTE ,,Unidad de empleo,"ESQUIU ESQ. SAN MARTIN, PB(5205)",(03549-481076,uesanpedronorte@trabajo.gob.ar,-30.0911264,-64.155063
7, Córdoba,SANTA MARIA DE PUNILLA ,,Unidad de empleo,"AV SAN MARTIN 1909 , PB(5164)",03524-472979,uestamariadepunilla@trabajo.gob.ar,,
7, Córdoba,SANTA ROSA DE CALAMUCHITA ,,Oficina de empleo,"CORDOBA 144 , PB()",03544-422888,pendiente,-31.3989296,-64.1821289
7, Córdoba,TANCACHA ,,Unidad de empleo,"BARTOLOME MITRE 543, PB(5933)",03546-461420,uetancacha@trabajo.gob.ar,-32.2390747,-63.9774475
7, Córdoba,TANTI ,,Unidad de empleo,"TIERRA DEL FUEGO Y PUERTO ARGENTINO, PB(5155)",03534-536796,uetanti@trabajo.gob.ar,-31.3333302,-64.5999985
7, Córdoba,TOLEDO ,,Unidad de empleo,"25 DE MAYO 321, PB(5123)",03777-450468 / 451474,uetoledo@trabajo.gob.ar,-31.5539608,-64.0066528
7, Córdoba,UCACHA ,,Unidad de empleo,"CHACABUCO 326, PB(1001)",0358-4989115,ueucacha@trabajo.gob.ar,-33.0330772,-63.5069771
7, Córdoba,UNQUILLO ,,Oficina de empleo,"AV. SAN MARTIN Nro 2186, PB(5109)",0358-4940036-4941000,oeunquillo@trabajo.gob.ar,,
7, Córdoba,VALLE HERMOSO ,,Oficina de empleo,"MARTIN RODRIGUEZ S/ , PB(5168)",03582-466661,oevallehermoso@trabajo.gob.ar,-31.1160297,-64.4819412
7, Córdoba,VILLA ALLENDE ,,Oficina de empleo,"RIVADAVIA 120, PB(5105)",0358-4057513,oevillaallende@trabajo.gob.ar,,
7, Córdoba,VILLA CARLOS PAZ ,,Oficina de empleo,"LINIERS 50 - BARRIO LAS ROSAS, PB(5152)",03584-492033,oecarlospaz@trabajo.gob.ar,,
7, Córdoba,VILLA DE SOTO ,,Oficina de empleo,"CORDOBA Nro 505, PB(5284)",0358- 4890005,oevilladesoto@trabajo.gob.ar,-30.8560326,-64.9836105
7, Córdoba,VILLA DEL TOTORAL ,,Unidad de empleo,"RIVADAVIA ESQ. LEOPOLDO LUGONES, PB(5236)",03584-15497205-493006,uevilladeltotoral@trabajo.gob.ar,-30.7038841,-64.0653076
7, Córdoba,VILLA DOLORES ,,Oficina de empleo,"AVENIDA ESPAÑA 478, PB(5870)",03463-497091 / 497071,oevilladolores@trabajo.gob.ar,-31.944437,-65.19210819999999
7, Córdoba,VILLA GENERAL BELGRANO ,,Oficina de empleo,"SAN MARTIN 43, PB(5194)",0358-4671990 / 957,oevgbelgrano@trabajo.gob.ar,-31.9833298,-64.5666809
7, Córdoba,VILLA MARIA ,,Oficina de empleo,"MENDOZA 852, PB(5900)",0353-4893959,oevillamaria@trabajo.gob.ar,,
8, Corrientes,BONPLAND ,,Unidad de empleo,"MARIANO MORENO S/N, PB(3234)",03772-15400378,uebonpland@trabajo.gob.ar,-27.4712257,-58.83958440000001
8, Corrientes,CORRIENTES ,,Oficina de empleo,"PJE. VILLANUEVA Nro 1460 , PB(3400)",0379-4474228,oecorrientes@trabajo.gob.ar,-27.4712257,-58.83958440000001
8, Corrientes,CRUZ DE LOS MILAGROS ,,Unidad de empleo,"CORRIENTES S/N, PB(3441)",03777-687852/605349,pendiente,,
8, Corrientes,CURUZU CUATIA ,,Oficina de empleo,"GRAL RAMIREZ 753 , PB(3460)",03774-425180,oecuruzucuatia@trabajo.gob.ar,-29.7915416,-58.0499307
8, Corrientes,GOYA ,,Oficina de empleo,"AV. NEUSTAD 110, PB(3450)",03777-420185,oegoya@trabajo.gob.ar,,
8, Corrientes,ITUZAINGO ,,Oficina de empleo,"CENTENARIO Y BERNARDINO VALLE, PB(3302)",03786-420780,oeituzaingoctes@trabajo.gob.ar,-27.5707613,-56.7246995
8, Corrientes,JOSE RAFAEL GOMEZ ,,Unidad de empleo,"AVENIDA AMERICA Y 9 DE JULIO, PB(3340)",03756-443007,uejrgomez@trabajo.gob.ar,-27.4712257,-58.83958440000001
8, Corrientes,LA CRUZ ,,Oficina de empleo,"9 DE JULIO ENTRE ALTAMIRANO Y BUENOS AIRES , PB(3346)",03772 491149 / 03772 443626,oelacruz@trabajo.gob.ar,-29.1782999,-56.6379694
8, Corrientes,MANTILLA (PEDRO R. FERNANDEZ) ,,Unidad de empleo,"MANUEL F MANTILLA S/N, PB(3446)",03777-562658,uemantilla@trabajo.gob.ar,-28.7490273,-58.6539345
8, Corrientes,MERCEDES ,,Oficina de empleo,"PLACIDO MARTINEZ 1260, PB(3470)",03773-423001,oemercedesctes@trabajo.gob.ar,,
8, Corrientes,MONTE CASEROS ,,Oficina de empleo,"EL MAESTRO 945, PB(3220)",03775-425420,oemontecaseros@trabajo.gob.ar,-30.2494283,-57.62968739999999
8, Corrientes,PASO DE LA PATRIA ,,Unidad de empleo,"MENDOZA 117, PB(3409)",03794-494702,uepasodelapatria@trabajo.gob.ar,-27.3166695,-58.5833282
8, Corrientes,PASO DE LOS LIBRES ,,Oficina de empleo,"RIVADAVIA 1115, PB(3230)",03772-427720,oepdeloslibres@trabajo.gob.ar,,
8, Corrientes,PERUGORRIA ,,Unidad de empleo,"QUINTA SECCION RUTA 23 Y 24, PB(3461)",03773-403136,ueperugorria@trabajo.gob.ar,-29.3400421,-58.6085739
8, Corrientes,PUEBLO LIBERTADOR ,,Unidad de empleo,"SAN MARTIN Y 25 DE MAYO, PB(3197)",03777-496073,pendiente,-30.2178993,-59.3838501
8, Corrientes,RAMADA PASO ,,Unidad de empleo,"AVENIDA 13 DE JUNIO, PB(3412)",0379-4378158/4542072,ueramadapaso@trabajo.gob.ar,-27.4712257,-58.83958440000001
8, Corrientes,SAN ROQUE ,,Unidad de empleo,"ISLAS MALVINAS 795, PB(3448)",03777-309025,uesanroque@trabajo.gob.ar,-28.5746822,-58.7091255
8, Corrientes,SANTO TOME ,,Oficina de empleo,"AV. SAN MARTIN Y ANGEL BLANCO, PB(3340)",03756-420177,oesantotomectes@trabajo.gob.ar,-28.5516205,-56.0456352
8, Corrientes,SAUCE ,,Unidad de empleo,"BARTOLOME MITRE 799, PB(3423)",03774-403770,uesauce@trabajo.gob.ar,-30.086153,-58.78668589999999
8, Corrientes,TABAY ,,Unidad de empleo,"PEDRO RIOS S/N, PB(3421)",03782-509244,uetabay@trabajo.gob.ar,-28.2999992,-58.28332899999999
8, Corrientes,TAPEBICUA ,,Unidad de empleo,"J.R. VIDAL S/N, PB(3232)",03772-431406,uetapebicua@trabajo.gob.ar,-29.4851398,-56.9826622
9, Entre Ríos,BASAVILBASO ,,Oficina de empleo,"AV. SAN MARTIN S/N, PB(3170)",03445-15401255,oebasavilbaso@trabajo.gob.ar,-32.3687833,-58.87495
9, Entre Ríos,BOVRIL ,,Oficina de empleo,"ALTE. BROWN 153, PB(3142)",03438-422000,oebovril@trabajo.gob.ar,-31.3434707,-59.4465431
9, Entre Ríos,CERRITO ,,Oficina de empleo,"SANTA FE 85, PB(3122)",0343-48990091,oecerrito@trabajo.gob.ar,,
9, Entre Ríos,CHAJARI ,,Oficina de empleo,"SARMIENTO 2995 (EX ESTACION FERROCARRIL), PB(3228)",03456-420730,oechajari@trabajo.gob.ar,-30.7572746,-57.99161909999999
9, Entre Ríos,COLON ,,Oficina de empleo,"LAPRIDA 86, PB(3280)",03447- 421911,oecolon@trabajo.gob.ar,,
9, Entre Ríos,CONCEPCION DEL URUGUAY ,,Oficina de empleo,"LEGUIZAMON 86, PB(3260)",03442-421152,oecdeluruguay@trabajo.gob.ar,,
9, Entre Ríos,CONCORDIA ,,Oficina de empleo,"CARRIEGO 224, PB(3200)",0345-4216558/0345-4213452,oeconcordia@trabajo.gob.ar,,
9, Entre Ríos,DIAMANTE ,,Oficina de empleo,"BELGRANO 607 , PB(3105)",0343-4985012,oediamante@trabajo.gob.ar,,
9, Entre Ríos,FEDERACION ,,Oficina de empleo,"AV. SAN MARTIN Y LAS HORTENSIAS, PB(3206)",03456-481119,oefederacion@trabajo.gob.ar,-30.9850361,-57.91984170000001
9, Entre Ríos,GENERAL CAMPOS ,,Unidad de empleo,"SARMIENTO 585, PB(3216)",0345-4901653,uegralcampos@trabajo.gob.ar,-31.5335102,-58.4005699
9, Entre Ríos,GENERAL GALARZA ,,Unidad de empleo,"25 DE MAYO Y JUAN CARLOS BURONE, PB(2843)",03444-481068,uegalarza@trabajo.gob.ar,-32.7204781,-59.3945007
9, Entre Ríos,GENERAL RAMIREZ ,,Oficina de empleo,"BELGRANO S/N (ENTRE SARMIENTO Y TRATADO DEL PILAR), PB(3164)",0343-4901184,oegeneralramirez@trabajo.gob.ar,-32.172489,-60.20259900000001
9, Entre Ríos,GUALEGUAY ,,Oficina de empleo,"SAN ANTONIO (NORTE) Nro 571, PB(2840)",03444- 429368 / 426256,oegualeguay@trabajo.gob.ar,-33.1512413,-59.3344116
9, Entre Ríos,GUALEGUAYCHU ,,Oficina de empleo,"YRIGOYEN 75, PB(2820)",03446-420485,oegualeguaychu@trabajo.gob.ar,,
9, Entre Ríos,HERNANDARIAS ,,Oficina de empleo,"EVA PERON Y PTE PERON, PB(3127)",0343- 4960447,oehernandarias@trabajo.gob.ar,-32.5175643,-59.1041758
9, Entre Ríos,LA PAZ ,,Oficina de empleo,"FRENCH 942, PB(3190)",03437-424692,oelapazerios@trabajo.gob.ar,,
9, Entre Ríos,LARROQUE ,,Oficina de empleo,"25 DE MAYO 249, PB(2854)",03446-460014,oelarroque@trabajo.gob.ar,-32.5175643,-59.1041758
9, Entre Ríos,NOGOYA ,,Oficina de empleo,"25 DE MAYO 677, PB(3150)",03435-423169,oenogoya@trabajo.gob.ar,-32.399216,-59.7877403
9, Entre Ríos,PARANA ,,Oficina de empleo,"VILLAGUAY 62, PB(3100)",0343-4211886,oeparana@trabajo.gob.ar,,
9, Entre Ríos,SAN JOSE ,,Oficina de empleo,"CENTENARIO 2184, PB(3283)",03447-470928,oesanjoseerios@trabajo.gob.ar,,
9, Entre Ríos,SAN JOSE DE FELICIANO ,,Oficina de empleo,"MORENO Y SARMIENTO, PB(3187)",03458-420666,oefeliciano@trabajo.gob.ar,-30.3826904,-58.7493896
9, Entre Ríos,SAN SALVADOR ,,Oficina de empleo,"SAN MARTIN 271, PB(3218)",0345 154 325 287,oesansalvadorer@trabajo.gob.ar,-31.6159096,-58.4994507
9, Entre Ríos,SANTA ELENA ,,Oficina de empleo,"PRESIDENTE PERON E HIPOLITO YRIGOYEN (TERMINAL DE OMNIBUS), 2do (3192)",03437-481223/480488,oesantaelena@trabajo.gob.ar,-30.9512291,-59.8013306
9, Entre Ríos,VIALE ,,Unidad de empleo,"CALLE M. PANUTTO S/N (PREDIO FERROCARRIL), PB(3109)",0343-4920155,ueviale@trabajo.gob.ar,-31.8707771,-60.0059662
9, Entre Ríos,VICTORIA ,,Oficina de empleo,"MATANZA 18, PB(3153)",03436 - 422660/ 08004441313,oevictoria@trabajo.gob.ar,,
9, Entre Ríos,VILLA ELISA ,,Unidad de empleo,"PRESB. HOFLACK 1447, PB(3265)",03447 480235,uevillaelisa@trabajo.gob.ar,-32.1641185,-58.40059899999999
9, Entre Ríos,VILLA PARANACITO ,,Oficina de empleo,"AVENIDA ENTRE RIOS 941, PB(2823)",03446 495080/ 133,oevillaparanacito@trabajo.gob.ar,-33.71595569999999,-58.65800780000001
9, Entre Ríos,VILLAGUAY ,,Oficina de empleo,"25 DE MAYO 257, PB(3240)",03455-15515022,oevillaguay@trabajo.gob.ar,,
10, Formosa,BUENA VISTA ,,Oficina de empleo,"AVENIDA BUENOS AIRES SUR, PB(4640)",0370-154469427 / 03718-4495763,oeabrapampa@trabajo.gob.ar,-23.3333302,-61.59999850000001
10, Formosa,CIUDAD DE FORMOSA ,,Unidad de empleo,"RUTA PROVINCIAL 4 E HIPOLITO YRIGOYEN, PB(3615)",0370-4454334,pendiente,,
10, Formosa,CLORINDA ,,Oficina de empleo,"BERUTI Y AV. DIAGONAL - BARRIO LA ALBORADA, PB(3600)",03718-426911,oeformosa@trabajo.gob.ar,-25.2881832,-57.7228203
10, Formosa,COLONIA PASTORIL ,,Oficina de empleo,"JOSE FERNADEZ CANCIO 1945, PB(3610)",0370-4661069,oeclorinda@trabajo.gob.ar,-25.6721745,-58.2623634
10, Formosa,COMANDANTE FONTANA ,,Unidad de empleo,"25 DE MAYO, FRENTE A LA ESC. PROV. Nro 48, PB(3601)",03716-480018,uecpastoril@trabajo.gob.ar,-25.3347988,-59.6819153
10, Formosa,EL COLORADO ,,Oficina de empleo,"AV. SAN MARTIN Y MAJIN GUERRERO, PB(3620)",0370-4480907,oectefontana@trabajo.gob.ar,-26.3091354,-59.3717155
10, Formosa,EL ESPINILLO ,,Oficina de empleo,"SARMIENTO 290, PB(3603)",03718-480085,oeelcolorado@trabajo.gob.ar,-24.966667,-58.566667
10, Formosa,ESTANISLAO DE CAMPO ,,Unidad de empleo,"GUEMEZ ESQUINA 9 DE JULIO S/N, PB(3615)",03717-590223,ueelespinillo@trabajo.gob.ar,-26.185201,-58.1753697
10, Formosa,FORTIN LUGONES ,,Unidad de empleo,"RIVADAVIA Y MARTIN M LLANOS , PB(3626)",03704-608580,ueestdecampo@trabajo.gob.ar,-26.185201,-58.1753697
10, Formosa,GENERAL GUEMES ,,Unidad de empleo,"AV. 9 DE JULIO Y NESTOR KIRCHNER, PB(3621)",3716-492030,pendiente,-26.185201,-58.1753697
10, Formosa,GENERAL MANUEL BELGRANO ,,Oficina de empleo,"AV.BELGRANO Y VELEZ SARFIELD, PB(3621)",03710-4687544,oegralguemes@trabajo.gob.ar,-24.940278,-59.02749999999999
10, Formosa,GRAL. MOSCONI ,,Oficina de empleo,"AV DEL LIBERTADOR Y AV JUAN D.PERON , PB(3615)",0370-4714353 / 0370-4714353,oegmbelgrano@trabajo.gob.ar,-26.185201,-58.1753697
10, Formosa,HERRADURA ,,Oficina de empleo,"AV 2 DE ABRIL S/N , PB(3636)",0370-4300374,oemosconi@trabajo.gob.ar,-26.4869232,-58.3108749
10, Formosa,IBARRETA ,,Unidad de empleo,"AV. SAN MARTIN 363, PB(3601)",0370-432093,ueherradura@trabajo.gob.ar,-25.2150536,-59.8573494
10, Formosa,INGENIERO JUAREZ ,,Oficina de empleo,"SARMIENTO E/ 25 DE MAYO Y R.SAENZ PEÑA, PB(3624)",037111-5614118,oeibarreta@trabajo.gob.ar,-23.9,-61.84999999999999
10, Formosa,LAGUNA BLANCA ,,Oficina de empleo,"AV. DEGEN Y FERNANDO ANAQUIN S/N, PB(3636)",03718-4701510,oeijuarez@trabajo.gob.ar,-25.1296501,-58.2451477
10, Formosa,LAGUNA NAINECK ,,Oficina de empleo,"SAN MARTIN Y L.N. ALEM, PB(3613)",03718-400324,oelagunablanca@trabajo.gob.ar,-26.185201,-58.1753697
10, Formosa,LAGUNA YEMA ,,Oficina de empleo,"AVENIDA DEL LABRADOR S/N, PB(3611)",03704-15376354,oelagunanaineck@trabajo.gob.ar,-24.2550697,-61.2377892
10, Formosa,LAS LOMITAS ,,Oficina de empleo,"AV. GRAL PAZ S/N, PB(3634)",0371-5432112,oelagunayema@trabajo.gob.ar,-24.7045002,-60.6005783
10, Formosa,LUCIO MANSILLA ,,Oficina de empleo,"SAN MARTIN 190, PB(3630)",0370-4384331,oelaslomitas@trabajo.gob.ar,-26.185201,-58.1753697
10, Formosa,MAYOR VILLAFAÑE ,,Unidad de empleo,"AV. SAN MARTIN ENTRE MITRE Y URQUIZA, PB(3526)",03704-490019,uegeneralmansilla@trabajo.gob.ar,-26.185201,-58.1753697
10, Formosa,MISION SAN FRANCISCO DE LAISHI ,,Unidad de empleo,"HIPOLITO IRIGOYEN Y PADRE FERLINI, PB(3601)",03717-723836,uemvillafañe@trabajo.gob.ar,-26.2446899,-58.62965010000001
10, Formosa,MISION TACAAGLE ,,Oficina de empleo,"SAN MARTIN 288, PB(3605)",03718 - 15613300,oelaishi@trabajo.gob.ar,-24.9787769,-58.8231316
10, Formosa,PALO SANTO ,,Unidad de empleo,"AVDA. EJERCITO LIBERTADOR S/N, PB(3615)",03717-494188,uemtacaagle@trabajo.gob.ar,-25.5633259,-59.3364182
10, Formosa,PIRANE ,,Oficina de empleo,"AVENIDA 2 DE ABRIL 906, PB(3608)",03704-586440,oepalosanto@trabajo.gob.ar,-25.7317829,-59.10686870000001
10, Formosa,RIACHO HE HE ,,Oficina de empleo,"SARMIENTO Y GRAL PAZ, PB(3606)",03718-492033,oepirane@trabajo.gob.ar,-26.185201,-58.1753697
10, Formosa,SAN MARTIN DOS ,,Oficina de empleo,"AV. LIB.GRAL. JOSE DE SAN MARTIN S/N, PB(3611)",03704 - 258445,oeriachohehe@trabajo.gob.ar,-26.185201,-58.1753697
10, Formosa,SIETE PALMAS ,,Oficina de empleo,"AV. DOCENTES ARGENTINOS S/N.Y MARIANO MORENO, PB(3621)",03718-403043,oesanmartindos@trabajo.gob.ar,-25.2022839,-58.3319206
10, Formosa,SUBTENIENTE PERIN ,,Unidad de empleo,"GÜEMES Y 25 DE MAYO, PB(3613)",03716-413604,uesietepalmas@trabajo.gob.ar,-26.185201,-58.1753697
10, Formosa,TRES LAGUNAS ,,Unidad de empleo,"JESUS ARANDA Y AV. 25 DE MAYO, PB(3624)",03717-407025,uesubtenienteperin@trabajo.gob.ar,-25.25,-58.4500008
10, Formosa,VILLA DOS TRECE ,,Unidad de empleo,"AVDA. EULOGIO GOMEZ S/N, PA(3611)",0370-4492726,uetreslagunas@trabajo.gob.ar,-26.1850338,-59.36306
10, Formosa,VILLA ESCOLAR ,,Oficina de empleo,"PRESIDENTE NESTOR KIRCHNER S/N, PB(3602)",0370-4497401,oevilladostrece@trabajo.gob.ar,-26.6222916,-58.6704178
11, Jujuy,ABRA PAMPA ,,Unidad de empleo,"NESTOR KIRCHNER 486, PB(3526)",0388154081400,uevillaescolar@trabajo.gob.ar,-22.7226738,-65.69698319999999
11, Jujuy,AGUAS CALIENTES ,,Unidad de empleo,"LAPRIDA S/N, PB(4431)",0388-4873587,ueaguascalientes@trabajo.gob.ar,-24.5844722,-64.92337789999999
11, Jujuy,CAIMANCITO ,,Unidad de empleo,"CATAMARCA 473 BARRIO CENTRO CAIMANCITO, PB(4516)",03886 - 493902,uecaimancito@trabajo.gob.ar,-23.7399249,-64.5915976
11, Jujuy,EL CARMEN ,,Oficina de empleo,"SAN MARTIN 515 - EL CARMEN, PB(4603)",0388-4933765,oeelcarmen@trabajo.gob.ar,,
11, Jujuy,FRAILE PINTADO ,,Unidad de empleo,"ARGAÑARAZ S/N ESA. GORRITI, PB(4506)",0388-480013,uefrailepintado@trabajo.gob.ar,-23.9442066,-64.8031487
11, Jujuy,HUMAHUACA ,,Oficina de empleo,"SANTA FE ESQ. ENTRE RIOS, PB(4630)",03887-421375,oehumahuaca@trabajo.gob.ar,,
11, Jujuy,LA MENDIETA ,,Oficina de empleo,"PASAJE BELGRANO S/N, PB(4522)",03884-493454,oelamendieta@trabajo.gob.ar,-24.3142376,-64.9668756
11, Jujuy,LA QUIACA ,,Oficina de empleo,"PELLEGRINI ESQ. RIVADAVIA, PB(4650)",0388 -5422811,oelaquiaca@trabajo.gob.ar,,
11, Jujuy,LIBERTADOR GENERAL SAN MARTIN ,,Oficina de empleo,"BELGRANO 350, PB(4512)",03886-428589,oelgsanmartin@trabajo.gob.ar,,
11, Jujuy,MAIMARA ,,Unidad de empleo,"AV.. BELGRANO S/N, PB(4622)",0388 4879510,uemaimara@trabajo.gob.ar,-23.6245592,-65.4087255
11, Jujuy,MONTERRICO ,,Oficina de empleo,"RUFFINO ARIAS 951 - BARRIO SAN IGNACIO, PB(4608)",0388-4944169,oemonterrico@trabajo.gob.ar,-24.4429822,-65.1663478
11, Jujuy,PALMA SOLA ,,Unidad de empleo,"ROBERTO DOMINGUEZ S/N, PB(4501)",03886-496069,uepalmasola@trabajo.gob.ar,-23.9750313,-64.3029985
11, Jujuy,PALPALA ,,Oficina de empleo,"RIO DE LA PLATA 363 - BARRIO SAN I DE LOYOLA, PB(4612)",0388-4276689,oepalpala@trabajo.gob.ar,-24.2648355,-65.2117778
11, Jujuy,PERICO ,,Oficina de empleo,"MARIANO MORENO ESQ. LAVALLE, PB(4610)",0388-4918598,oeperico@trabajo.gob.ar,,
11, Jujuy,PUESTO VIEJO ,,Unidad de empleo,"BARRIO CENTRO MINA S/ CALLE S/ NUMERO , PB(4606)",0388-4913021/22,uepuestoviejo@trabajo.gob.ar,,
11, Jujuy,SAN ANTONIO ,,Unidad de empleo,"SARMIENTO ESQUINA BELGRANO, PB(4503)",0388-4998130,uesanantonio@trabajo.gob.ar,-24.1857864,-65.2994767
11, Jujuy,SAN PEDRO DE JUJUY ,,Oficina de empleo,"PATERSON Nro 33, PB(4500)",03884-420722,oesanpedrojujuy@trabajo.gob.ar,,
11, Jujuy,SAN SALVADOR DE JUJUY ,,Oficina de empleo,"ALMIRANTE BROWN ESQ. RIVADAVIA , PB(4600)",0388-4020156,oesansalvador@trabajo.gob.ar,,
11, Jujuy,VOLCAN ,,Oficina de empleo,"GURRUCHAGA 91, PB(4616)",0388-4792823,oevolcan@trabajo.gob.ar,,
11, Jujuy,YAVI ,,Oficina de empleo,"GUEMES S/N , PB(4651)",03887-491138,oeyavi@trabajo.gob.ar,,
11, Jujuy,YUTO ,,Unidad de empleo,"CALLE TUCUMAN 175 MZA. V LOTE 3 BARRIO CENTRO, PB(4518)",03886-15559382,ueyuto@trabajo.gob.ar,-23.6427652,-64.47189949999999
12, La Pampa,9 DE JULIO ,,Oficina de empleo,"ROBBIO 323, PB(6500)",02335-450105/103,oe9dejulio@trabajo.gob.ar,-37.8956594,-65.0957792
12, La Pampa,CALUEFU ,,Unidad de empleo,"SAN MARTIN 397, PB(6387)",02334-445787,uecaleufu@trabajo.gob.ar,-37.8956594,-65.0957792
12, La Pampa,EDUARDO CASTEX ,,Oficina de empleo,"9 DE JULIO 650, PB(6380)",02302-434234,oecastex@trabajo.gob.ar,-35.9091738,-64.2832655
12, La Pampa,GENERAL PICO ,,Oficina de empleo,"CALLE 16 Nro 451 , PB(6360)",02925-497320,oegeneralpico@trabajo.gob.ar,,
12, La Pampa,GENERAL SAN MARTIN ,,Oficina de empleo,"ESPAÑA Y 25 DE MAYO , PB(8206)",02924-492059,oesanmartinlp@trabajo.gob.ar,-37.9800911,-63.6027298
